CIE10_X,CIE10,DESCRIPCION CIE
X285,X285,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X286,X286,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X287,X287,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X288,X288,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X289,X289,CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X290,X290,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X291,X291,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X292,X292,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X293,X293,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X294,X294,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X295,X295,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X296,X296,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X297,X297,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X298,X298,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X299,X299,CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X300,X300,EXPOSICION AL CALOR NATURAL EXCESIVO
X301,X301,EXPOSICION AL CALOR NATURAL EXCESIVO
X302,X302,EXPOSICION AL CALOR NATURAL EXCESIVO
X303,X303,EXPOSICION AL CALOR NATURAL EXCESIVO
X304,X304,EXPOSICION AL CALOR NATURAL EXCESIVO
X305,X305,EXPOSICION AL CALOR NATURAL EXCESIVO
X306,X306,EXPOSICION AL CALOR NATURAL EXCESIVO
X307,X307,EXPOSICION AL CALOR NATURAL EXCESIVO
X308,X308,EXPOSICION AL CALOR NATURAL EXCESIVO
X309,X309,EXPOSICION AL CALOR NATURAL EXCESIVO
X310,X310,EXPOSICION AL FRIO NATURAL EXCESIVO
X311,X311,EXPOSICION AL FRIO NATURAL EXCESIVO
X312,X312,EXPOSICION AL FRIO NATURAL EXCESIVO
X313,X313,EXPOSICION AL FRIO NATURAL EXCESIVO
X314,X314,EXPOSICION AL FRIO NATURAL EXCESIVO
X315,X315,EXPOSICION AL FRIO NATURAL EXCESIVO
X316,X316,EXPOSICION AL FRIO NATURAL EXCESIVO
X317,X317,EXPOSICION AL FRIO NATURAL EXCESIVO
X318,X318,EXPOSICION AL FRIO NATURAL EXCESIVO
X319,X319,EXPOSICION AL FRIO NATURAL EXCESIVO
X320,X320,EXPOSICION A RAYOS SOLARES
X321,X321,EXPOSICION A RAYOS SOLARES
X322,X322,EXPOSICION A RAYOS SOLARES
X323,X323,EXPOSICION A RAYOS SOLARES
X324,X324,EXPOSICION A RAYOS SOLARES
X325,X325,EXPOSICION A RAYOS SOLARES
X326,X326,EXPOSICION A RAYOS SOLARES
X327,X327,EXPOSICION A RAYOS SOLARES
X328,X328,EXPOSICION A RAYOS SOLARES
X329,X329,EXPOSICION A RAYOS SOLARES
X330,X330,VICTIMA DE RAYO
X331,X331,VICTIMA DE RAYO
X332,X332,VICTIMA DE RAYO
X333,X333,VICTIMA DE RAYO
X334,X334,VICTIMA DE RAYO
X335,X335,VICTIMA DE RAYO
X336,X336,VICTIMA DE RAYO
X337,X337,VICTIMA DE RAYO
X338,X338,VICTIMA DE RAYO
X339,X339,VICTIMA DE RAYO
X340,X340,VICTIMA DE MOVIMIENTOS CATACLISMICOS DE LA TIERRA CAUSADOS POR TERREMOTO
X341,X341,VICTIMA DE TSUNAMI
X342,X342,VICTIMA DE TERREMOTO
X343,X343,VICTIMA DE TERREMOTO
X344,X344,VICTIMA DE TERREMOTO
X345,X345,VICTIMA DE TERREMOTO
X346,X346,VICTIMA DE TERREMOTO
X347,X347,VICTIMA DE TERREMOTO
X348,X348,VICTIMA DE OTROS EFECTOS DE TERREMOTO ESPECIFICADOS
X349,X349,VICTIMA DE EFECTOS DE TERREMOTO NO ESPECIFICADOS
X350,X350,VICTIMA DE ERUPCION VOLCANICA
X351,X351,VICTIMA DE ERUPCION VOLCANICA
X352,X352,VICTIMA DE ERUPCION VOLCANICA
X353,X353,VICTIMA DE ERUPCION VOLCANICA
X354,X354,VICTIMA DE ERUPCION VOLCANICA
X355,X355,VICTIMA DE ERUPCION VOLCANICA
X356,X356,VICTIMA DE ERUPCION VOLCANICA
X357,X357,VICTIMA DE ERUPCION VOLCANICA
X358,X358,VICTIMA DE ERUPCION VOLCANICA
X359,X359,VICTIMA DE ERUPCION VOLCANICA
X360,X360,VICTIMA DE AVALANCHA
X361,X361,VICTIMA DE AVALANCHA
X362,X362,VICTIMA DE AVALANCHA
X363,X363,VICTIMA DE AVALANCHA
X364,X364,VICTIMA DE AVALANCHA
X365,X365,VICTIMA DE AVALANCHA
X366,X366,VICTIMA DE AVALANCHA
X367,X367,VICTIMA DE AVALANCHA
X368,X368,VICTIMA DE AVALANCHA
X369,X369,VICTIMA DE AVALANCHA
X370,X370,VICTIMA DE TORMENTA CATACLISMICA
X371,X371,VICTIMA DE TORMENTA CATACLISMICA
X372,X372,VICTIMA DE TORMENTA CATACLISMICA
X373,X373,VICTIMA DE TORMENTA CATACLISMICA
X374,X374,VICTIMA DE TORMENTA CATACLISMICA
X375,X375,VICTIMA DE TORMENTA CATACLISMICA
X376,X376,VICTIMA DE TORMENTA CATACLISMICA
X377,X377,VICTIMA DE TORMENTA CATACLISMICA
X378,X378,VICTIMA DE TORMENTA CATACLISMICA
X379,X379,VICTIMA DE TORMENTA CATACLISMICA
X380,X380,VICTIMA DE INUNDACION
X381,X381,VICTIMA DE INUNDACION
X382,X382,VICTIMA DE INUNDACION
X383,X383,VICTIMA DE INUNDACION
X384,X384,VICTIMA DE INUNDACION
X385,X385,VICTIMA DE INUNDACION
X386,X386,VICTIMA DE INUNDACION
X387,X387,VICTIMA DE INUNDACION
X388,X388,VICTIMA DE INUNDACION
X389,X389,VICTIMA DE INUNDACION
X390,X390,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X391,X391,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X392,X392,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X393,X393,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X394,X394,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X395,X395,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X396,X396,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X397,X397,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X398,X398,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X399,X399,EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA
X400,X400,ENVENENAMIENTO ACCIDENTAL POR
X401,X401,ENVENENAMIENTO ACCIDENTAL POR
X402,X402,ENVENENAMIENTO ACCIDENTAL POR
X403,X403,ENVENENAMIENTO ACCIDENTAL POR
X404,X404,ENVENENAMIENTO ACCIDENTAL POR
X405,X405,ENVENENAMIENTO ACCIDENTAL POR
X406,X406,ENVENENAMIENTO ACCIDENTAL POR
X407,X407,ENVENENAMIENTO ACCIDENTAL POR
X408,X408,ENVENENAMIENTO ACCIDENTAL POR
X409,X409,ENVENENAMIENTO ACCIDENTAL POR
X410,X410,ENVENENAMIENTO ACCIDENTAL POR
X411,X411,ENVENENAMIENTO ACCIDENTAL POR
X412,X412,ENVENENAMIENTO ACCIDENTAL POR
X413,X413,ENVENENAMIENTO ACCIDENTAL POR
X414,X414,ENVENENAMIENTO ACCIDENTAL POR
X415,X415,ENVENENAMIENTO ACCIDENTAL POR
X416,X416,ENVENENAMIENTO ACCIDENTAL POR
X417,X417,ENVENENAMIENTO ACCIDENTAL POR
X418,X418,ENVENENAMIENTO ACCIDENTAL POR
X419,X419,ENVENENAMIENTO ACCIDENTAL POR
X420,X420,ENVENENAMIENTO ACCIDENTAL POR
X421,X421,ENVENENAMIENTO ACCIDENTAL POR
X422,X422,ENVENENAMIENTO ACCIDENTAL POR
X423,X423,ENVENENAMIENTO ACCIDENTAL POR
X424,X424,ENVENENAMIENTO ACCIDENTAL POR
X425,X425,ENVENENAMIENTO ACCIDENTAL POR
X426,X426,ENVENENAMIENTO ACCIDENTAL POR
X427,X427,ENVENENAMIENTO ACCIDENTAL POR
X428,X428,ENVENENAMIENTO ACCIDENTAL POR
X429,X429,ENVENENAMIENTO ACCIDENTAL POR
X430,X430,ENVENENAMIENTO ACCIDENTAL POR
X431,X431,ENVENENAMIENTO ACCIDENTAL POR
X432,X432,ENVENENAMIENTO ACCIDENTAL POR
X433,X433,ENVENENAMIENTO ACCIDENTAL POR
X434,X434,ENVENENAMIENTO ACCIDENTAL POR
X435,X435,ENVENENAMIENTO ACCIDENTAL POR
X436,X436,ENVENENAMIENTO ACCIDENTAL POR
X437,X437,ENVENENAMIENTO ACCIDENTAL POR
X438,X438,ENVENENAMIENTO ACCIDENTAL POR
X439,X439,ENVENENAMIENTO ACCIDENTAL POR
X440,X440,ENVENENAMIENTO ACCIDENTAL POR
X441,X441,ENVENENAMIENTO ACCIDENTAL POR
X442,X442,ENVENENAMIENTO ACCIDENTAL POR
X443,X443,ENVENENAMIENTO ACCIDENTAL POR
X444,X444,ENVENENAMIENTO ACCIDENTAL POR
X445,X445,ENVENENAMIENTO ACCIDENTAL POR
X446,X446,ENVENENAMIENTO ACCIDENTAL POR
X447,X447,ENVENENAMIENTO ACCIDENTAL POR
X448,X448,ENVENENAMIENTO ACCIDENTAL POR
X449,X449,ENVENENAMIENTO ACCIDENTAL POR
X450,X450,ENVENENAMIENTO ACCIDENTAL POR
X451,X451,ENVENENAMIENTO ACCIDENTAL POR
X452,X452,ENVENENAMIENTO ACCIDENTAL POR
X453,X453,ENVENENAMIENTO ACCIDENTAL POR
X454,X454,ENVENENAMIENTO ACCIDENTAL POR
X455,X455,ENVENENAMIENTO ACCIDENTAL POR
X456,X456,ENVENENAMIENTO ACCIDENTAL POR
X457,X457,ENVENENAMIENTO ACCIDENTAL POR
X458,X458,ENVENENAMIENTO ACCIDENTAL POR
X459,X459,ENVENENAMIENTO ACCIDENTAL POR
X460,X460,ENVENENAMIENTO ACCIDENTAL POR
X461,X461,ENVENENAMIENTO ACCIDENTAL POR
X462,X462,ENVENENAMIENTO ACCIDENTAL POR
X463,X463,ENVENENAMIENTO ACCIDENTAL POR
X464,X464,ENVENENAMIENTO ACCIDENTAL POR
X465,X465,ENVENENAMIENTO ACCIDENTAL POR
X466,X466,ENVENENAMIENTO ACCIDENTAL POR
X467,X467,ENVENENAMIENTO ACCIDENTAL POR
X468,X468,ENVENENAMIENTO ACCIDENTAL POR
X469,X469,ENVENENAMIENTO ACCIDENTAL POR
X470,X470,ENVENENAMIENTO ACCIDENTAL POR
X471,X471,ENVENENAMIENTO ACCIDENTAL POR
X472,X472,ENVENENAMIENTO ACCIDENTAL POR
X473,X473,ENVENENAMIENTO ACCIDENTAL POR
X474,X474,ENVENENAMIENTO ACCIDENTAL POR
X475,X475,ENVENENAMIENTO ACCIDENTAL POR
X476,X476,ENVENENAMIENTO ACCIDENTAL POR
X477,X477,ENVENENAMIENTO ACCIDENTAL POR
X478,X478,ENVENENAMIENTO ACCIDENTAL POR
X479,X479,ENVENENAMIENTO ACCIDENTAL POR
X480,X480,ENVENENAMIENTO ACCIDENTAL POR
X481,X481,ENVENENAMIENTO ACCIDENTAL POR
X482,X482,ENVENENAMIENTO ACCIDENTAL POR
X483,X483,ENVENENAMIENTO ACCIDENTAL POR
X484,X484,ENVENENAMIENTO ACCIDENTAL POR
X485,X485,ENVENENAMIENTO ACCIDENTAL POR
X486,X486,ENVENENAMIENTO ACCIDENTAL POR
X487,X487,ENVENENAMIENTO ACCIDENTAL POR
X488,X488,ENVENENAMIENTO ACCIDENTAL POR
X489,X489,ENVENENAMIENTO ACCIDENTAL POR
X490,X490,ENVENENAMIENTO ACCIDENTAL POR
X491,X491,ENVENENAMIENTO ACCIDENTAL POR
X492,X492,ENVENENAMIENTO ACCIDENTAL POR
X493,X493,ENVENENAMIENTO ACCIDENTAL POR
X494,X494,ENVENENAMIENTO ACCIDENTAL POR
X495,X495,ENVENENAMIENTO ACCIDENTAL POR
X496,X496,ENVENENAMIENTO ACCIDENTAL POR
X497,X497,ENVENENAMIENTO ACCIDENTAL POR
X498,X498,ENVENENAMIENTO ACCIDENTAL POR
X499,X499,ENVENENAMIENTO ACCIDENTAL POR
X500,X500,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X501,X501,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X502,X502,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X503,X503,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X504,X504,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X505,X505,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X506,X506,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X507,X507,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X508,X508,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X509,X509,EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X510,X510,VIAJES Y DESPLAZAMIENTOS
X511,X511,VIAJES Y DESPLAZAMIENTOS
X512,X512,VIAJES Y DESPLAZAMIENTOS
X513,X513,VIAJES Y DESPLAZAMIENTOS
X514,X514,VIAJES Y DESPLAZAMIENTOS
X515,X515,VIAJES Y DESPLAZAMIENTOS
X516,X516,VIAJES Y DESPLAZAMIENTOS
X517,X517,VIAJES Y DESPLAZAMIENTOS
X518,X518,VIAJES Y DESPLAZAMIENTOS
X519,X519,VIAJES Y DESPLAZAMIENTOS
X520,X520,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X521,X521,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X522,X522,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X523,X523,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X524,X524,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X525,X525,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X526,X526,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X527,X527,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X528,X528,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X529,X529,PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X530,X530,PRIVACION DE ALIMENTOS
X531,X531,PRIVACION DE ALIMENTOS
X532,X532,PRIVACION DE ALIMENTOS
X533,X533,PRIVACION DE ALIMENTOS
X534,X534,PRIVACION DE ALIMENTOS
X535,X535,PRIVACION DE ALIMENTOS
X536,X536,PRIVACION DE ALIMENTOS
X537,X537,PRIVACION DE ALIMENTOS
X538,X538,PRIVACION DE ALIMENTOS
X539,X539,PRIVACION DE ALIMENTOS
X540,X540,PRIVACION DE AGUA
X541,X541,PRIVACION DE AGUA
X542,X542,PRIVACION DE AGUA
X543,X543,PRIVACION DE AGUA
X544,X544,PRIVACION DE AGUA
X545,X545,PRIVACION DE AGUA
X546,X546,PRIVACION DE AGUA
X547,X547,PRIVACION DE AGUA
X548,X548,PRIVACION DE AGUA
X549,X549,PRIVACION DE AGUA
X570,X570,PRIVACION NO ESPECIFICADA
X571,X571,PRIVACION NO ESPECIFICADA
X572,X572,PRIVACION NO ESPECIFICADA
X573,X573,PRIVACION NO ESPECIFICADA
X574,X574,PRIVACION NO ESPECIFICADA
X575,X575,PRIVACION NO ESPECIFICADA
X576,X576,PRIVACION NO ESPECIFICADA
X577,X577,PRIVACION NO ESPECIFICADA
X578,X578,PRIVACION NO ESPECIFICADA
X579,X579,PRIVACION NO ESPECIFICADA
X580,X580,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X581,X581,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X582,X582,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X583,X583,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X584,X584,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X585,X585,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X586,X586,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X587,X587,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X588,X588,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X589,X589,EXPOSICION A OTROS FACTORES ESPECIFICADOS
X590,X590,EXPOSICION A FACTORES NO ESPECIFICADOS
X591,X591,EXPOSICION A FACTORES NO ESPECIFICADOS
X592,X592,EXPOSICION A FACTORES NO ESPECIFICADOS
X593,X593,EXPOSICION A FACTORES NO ESPECIFICADOS
X594,X594,EXPOSICION A FACTORES NO ESPECIFICADOS
X595,X595,EXPOSICION A FACTORES NO ESPECIFICADOS
X596,X596,EXPOSICION A FACTORES NO ESPECIFICADOS
X597,X597,EXPOSICION A FACTORES NO ESPECIFICADOS
X598,X598,EXPOSICION A FACTORES NO ESPECIFICADOS
X599,X599,EXPOSICION A FACTORES NO ESPECIFICADOS QUE CAUSAN OTRAS LESIONES Y LAS NO ESPECIFICADAS
X600,X600,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X601,X601,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X602,X602,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X603,X603,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X604,X604,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X605,X605,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X606,X606,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X607,X607,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X608,X608,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X609,X609,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X610,X610,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X611,X611,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X612,X612,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X613,X613,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X614,X614,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X615,X615,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X616,X616,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X617,X617,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X618,X618,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X619,X619,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X620,X620,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X621,X621,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X622,X622,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X623,X623,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X624,X624,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X625,X625,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X626,X626,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X627,X627,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X628,X628,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X629,X629,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X630,X630,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X631,X631,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X632,X632,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X633,X633,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X634,X634,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X635,X635,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X636,X636,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X637,X637,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X638,X638,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X639,X639,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X640,X640,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X641,X641,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X642,X642,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X643,X643,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X644,X644,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X645,X645,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X646,X646,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X647,X647,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X648,X648,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X649,X649,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X650,X650,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X651,X651,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X652,X652,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X653,X653,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X654,X654,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X655,X655,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X656,X656,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X657,X657,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X658,X658,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X659,X659,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X660,X660,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X661,X661,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X662,X662,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X663,X663,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X664,X664,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X665,X665,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X666,X666,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X667,X667,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X668,X668,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X669,X669,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X670,X670,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X671,X671,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X672,X672,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X673,X673,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X674,X674,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X675,X675,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X676,X676,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X677,X677,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X678,X678,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X679,X679,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X680,X680,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X681,X681,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X682,X682,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X683,X683,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X684,X684,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X685,X685,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X686,X686,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X687,X687,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X688,X688,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X689,X689,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X690,X690,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X691,X691,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X692,X692,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X693,X693,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X694,X694,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X695,X695,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X696,X696,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X697,X697,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X698,X698,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X699,X699,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR
X700,X700,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X701,X701,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X702,X702,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X703,X703,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X704,X704,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X705,X705,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X706,X706,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X707,X707,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X708,X708,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X709,X709,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO
X710,X710,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO
X711,X711,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO
X712,X712,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO
X713,X713,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO
